I210702,22:23:55.763202,127.0.0.1:7229,hostnossl,root,sonar,ALTER
I210702,22:23:56.299855,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.306072,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.310227,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.315407,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.321992,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.327871,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.333550,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.340776,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.344803,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.350720,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.356279,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.362538,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.367647,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.373703,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.379083,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.382759,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.386385,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.390834,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.395142,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.400057,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.405042,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.409701,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.413351,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.417331,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.421668,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.425297,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.430234,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.434306,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.438259,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.442355,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.446258,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.450722,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.454416,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.457988,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.461795,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.465660,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.470719,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.475903,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.481315,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.486624,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.500748,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.528235,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.533315,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.538275,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.543873,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.548992,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.554753,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.560781,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.566467,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.572258,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.577489,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.582558,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.587631,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.592555,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.597696,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.602680,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.607704,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.612823,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.617678,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.622864,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.627771,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.632899,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.638036,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.642999,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.648157,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.653143,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.658336,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.663255,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.668361,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.673495,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.682253,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.686569,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.690266,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.693740,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.697625,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.702228,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.705715,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.709631,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.713907,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.719008,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.724102,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.729659,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.734722,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.739858,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.747548,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.751344,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.755334,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.758909,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.763268,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.766925,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.770687,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.774714,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.778060,127.0.0.1:7229,hostnossl,root,sonar,INSERT
I210702,22:23:56.782696,127.0.0.1:7229,hostnossl,root,sonar,INSERT
